GID,symbol,name,length,phenotype,function
YGL099W,LSG1,Large-Subunit Gtpase,1923,,
YMR097C,MTG1,MiTochondrial GTPase,1104,,
YOR262W,GPN2,Gly-Pro-Asn (N) motif,1044,,GTP binding protein involved in localization of the RNA polymerase II complex to the nucleus and establishment of mitotic sister chromatid cohesion
YLR243W,GPN3,Gly-Pro-Asn (N) motif,819,,GTP binding protein involved in localization of the RNA polymerase II complex to the nucleus
YOR131C,,,657,,Pyridoxal phosphatase; localizes to the nucleus and cytoplasm in a large-scale study
YBR207W,FTH1,FTR1 Homolog,1398,,Putative iron ion transporter involved in endocytosis; localizes to the vacuole membrane
YAR028W,,,705,,Protein whose biological role is unknown; localized to the vacuole membrane in large scale studies
YAR027W,UIP3,Ulp1 Interacting Protein,708,,Protein whose biological role is unknown; localized to the nuclear envelope in large scale studies
YLR443W,ECM7,ExtraCellular Mutant,1347,,
YJL094C,KHA1,K/H ion Antiporter,2622,,
YGL083W,SCY1,,2415,,Protein whose biological role is unknown; colocalizes with clathrin-coated vesicles in a large-scale study
YFR007W,YFH7,,1062,,
YJR107W,LIH1,LIpase Homolog,987,,
YJL046W,AIM22,Altered Inheritance rate of Mitochondria,1230,"Non-essential gene; null mutant displays decreased competitive fitness in various media, a decreased respiratory growth rate, and decreased rate of utilization of various carbon and nitrogen sources; null mutant has a reduced cell size, increased heat sensitivity, and decreased chronological lifespan; null mutant displays a reduced frequency of spontaneous mitochondrial genome loss and elevated levels of Rnr3p, indicative of genome instability; null mutant contains severely reduced lipoate levels and is unable to lipoylate several mitochondrial enzymes; null mutant has decreased resistance to oxidative stress and desiccation but increased resistance to zinc deficiency
",Lipoate-protein ligase involved in protein lipoylation; localized to mitochondria
YDR182W,CDC1,Cell Division Cycle,1476,,
YMR238W,DFG5,Defective for Filamentous Growth,1377,"Non-essential gene; mutants in systematic studies have low competitive fitness and show slow growth and increased sensitivity to various chemicals, including rapamycin, neomycin, chloroquine, Congo Red",
YKL046C,DCW1,Defective Cell Wall,1350,Non-essential gene; in systematic studies mutants show reduced competitive fitness and increased sensitivity to low pH and antifungal agent neothyonidioside,
YLR057W,MNL2,MaNnosidase-Like protein,2550,,
YNL029C,KTR5,Kre Two Related,1569,,
YIL085C,KTR7,Kre Two Related,1554,,
YAL061W,BDH2,,1254,"Non-essential gene; null mutant displays decreased competitive fitness and sensitivity to hyperosmotic stress; heterozygous null mutant displays decreased fitness and decreased resistance to starvation
",
YLR046C,,,813,,Predicted integral membrane protein whose biological role is unknown
YPR071W,,,636,,Predicted integral membrane protein whose biological role is unknown
YIL108W,,,2091,,Protein whose biological role is unknown; localizes to the cytoplasm in large scale studies
YOL098C,SDD3,Suppressor of Degenerative Death,3114,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YNR020C,ATP23,,813,"Non-essential gene; null mutation causes ""petite"" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; in systematic studies null mutants are sensitive to starvation and desiccation, and to ethanol and neomycin
","Protein with roles in processing the Atp6p subunit of F1F0 ATP synthase and in assembly of the F1F0 ATP synthase complex; localized to the mitochondrial intermembrane space, loosely associated with the inner membrane"
YHR132C,ECM14,ExtraCellular Mutant,1293,,
YPL224C,MMT2,Mitochondrial Metal Transporter,1455,,
YGR283C,,,1026,,
YMR310C,,,954,,
YJL200C,ACO2,ACOnitase,2370,"Non-essential gene; null mutant has a decreased growth rate, decreased competitive fitness in various synthetic media, and a decreased rate of glucose utilization; null mutant has increased resistance to methylmercury chloride, and benzo[a]pyrene; null mutant displays increased biofilm formation; overexpression results in increased invasive growth
",
YMR118C,SHH3,SDH3 Homolog,591,,Predicted integral membrane protein whose biological role is unknown
YBR104W,YMC2,Yeast Mitochondrial Carrier,990,,
YEL006W,YEA6,,1008,,
YIL114C,POR2,PORin,846,,
YDR115W,MRX14,Mitochondrial oRganization of gene eXpression (MIOREX),318,,"Putative component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion; similar to an E. coli ribosomal protein"
YNL081C,SWS2,Sick Without Securin,432,,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion; similar to bacterial small-subunit ribosomal proteins"
YBL036C,,,774,,
YML038C,YMD8,,1329,,
YOR356W,CIR2,Changed Intracellular Redox state,1896,Non-essential gene; null mutation causes increased rate of growth and increased sensitivity to oxidative stress under respiratory growth conditions (on nonfermentable carbon sources); overexpression increases invasive growth in strain Sigma1278b,Protein whose biological role is unknown; localizes to the mitochondrion
YPR004C,AIM45,Altered Inheritance rate of Mitochondria,1035,"Non-essential gene; null mutant displays an increased in respiratory growth in W303 and slightly decreased respiratory growth in S288C; null mutant displays an increased frequency of spontaneous mitochondrial genome loss; null mutant has decreased oxidative stress resistance, and excretes increased amounts of glutathione; heterozygous null mutant is haploproficient; overexpression results in elevated invasive growth
",Protein whose biological role is unknown; localized to mitochondria
YNL181W,PBR1,Potentiates Bioactive compound Response,1224,,
YHR009C,TDA3,Topoisomerase I Damage Affected,1572,,
YLR290C,COQ11,COenzyme Q,834,,Mitochondrial protein involved in ubiquinone biosynthesis
YKL091C,,,933,,
YKL128C,PMU1,PhosphoMUtase,888,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YDR339C,FCF1,Faf1p Copurifying Factor,570,,
YLR019W,PSR2,Plasma membrane Sodium Response,1194,,
YLL053C,,,459,,Predicted integral membrane protein whose biological role is unknown
YOR271C,FSF1,Fungal SideroFlexin 1,984,,Predicted integral membrane protein whose biological role is unknown; localizes to the mitochondrion in different large-scale studies
YJL165C,HAL5,HALotolerance,2568,,
YDR307W,PMT7,,1989,,Predicted integral membrane protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YPR114W,,,948,,Predicted integral membrane protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YJL047C-A,,,135,,Protein whose biological role and cellular location are unknown
YKL023C-A,MIN9,mitochondrial MINi protein of 9 kDa,228,,Protein whose biological role and cellular location are unknown
YLR361C-A,,,297,,Protein whose biological role and cellular location are unknown
YLR342W-A,,,174,,Protein whose biological role and cellular location are unknown
YLR146W-A,,,189,,Protein whose biological role and cellular location are unknown
YLR049C,MLO50,Mitochondrially LOcalized protein of 50 kDa,1287,,Protein whose biological role and cellular location are unknown
YLR264C-A,,,117,,Protein whose biological role and cellular location are unknown
YMR265C,,,1386,,Protein whose biological role and cellular location are unknown
YMR230W-A,,,189,,Protein whose biological role and cellular location are unknown
YMR105W-A,,,195,,Protein whose biological role and cellular location are unknown
YMR315W-A,,,108,,Protein whose biological role and cellular location are unknown
YOR111W,,,699,,Protein whose biological role and cellular location are unknown
YBR201C-A,MIN7,mitochondrial MINi protein of ~7 kDa,204,,Protein whose biological role and cellular location are unknown
YDR461C-A,CMI8,Cytosolic MIni protein of ~8 kDa,243,,Protein whose biological role and cellular location are unknown
YEL075C,,,369,,Protein whose biological role and cellular location are unknown
YEL076C,,,651,,Protein whose biological role and cellular location are unknown
YER186C,,,921,,Protein whose biological role and cellular location are unknown
YER189W,,,369,,Protein whose biological role and cellular location are unknown
YGR201C,,,678,,Protein whose biological role and cellular location are unknown
YGL117W,,,798,,Protein whose biological role and cellular location are unknown
YGR153W,,,654,,Protein whose biological role and cellular location are unknown
YGR035W-A,,,222,,Protein whose biological role and cellular location are unknown
YHL049C,,,816,,Protein whose biological role and cellular location are unknown
YIL014C-A,,,315,,Protein whose biological role and cellular location are unknown
YIL152W,,,708,,Protein whose biological role and cellular location are unknown
YML116W-A,,,303,,
YDR340W,,,303,,
YLR112W,,,420,,
YOL118C,,,309,,
YPL080C,,,327,,
YDR157W,,,402,,
YCR025C,,,411,,
YEL014C,,,306,,
YJL199C,MBB1,,327,,
YBL071C,,,309,,
YDR029W,,,315,,
YDR209C,,,414,,
YGR039W,,,312,,
YHR130C,,,336,,
YMR007W,,,381,,
YMR103C,,,363,,
YMR141C,,,309,,
YOR015W,,,360,,
YPR053C,,,456,,
YOR020W-A,MCO10,Mitochondrial Class One protein of 10 kDa,273,,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YGL041W-A,DPC13,Delta-Psi dependent mitochondrial import and Cleavage protein of ~13 kDa,465,,Protein whose biological role and cellular location are unknown
YPR170W-B,,,357,,Protein whose biological role and cellular location are unknown
YDR034C-A,,,177,,Protein whose biological role and cellular location are unknown
YNR029C,,,1290,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YGR125W,,,3111,,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuole in a large-scale study
YGL159W,,,1113,,Protein whose biological role and cellular location are unknown
YLR426W,TDA5,Topoisomerase I Damage Affected,1052,,
YKR045C,,,552,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YCL042W,,,360,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YHR033W,,,1272,,Protein whose biological role is unknown; localizes to the cytoplasm in a large scale study
YNL193W,,,1677,,Protein whose biological role and cellular location are unknown
YNL046W,,,519,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YIR016W,,,798,,Protein whose biological role and cellular location are unknown
YKL070W,,,510,,Protein whose biological role is unknown; localizes to the mitochondrion in large-scale studies
YJR124C,,,1347,,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuolar membrane in a large-scale study
YNR014W,,,639,,Protein whose biological role is unknown; localizes to the cytoplasm
YJL055W,LOG1,LOnely Guy,738,,
YNL168C,FMP41,Found in Mitochondrial Proteome,780,,Protein whose biological role is unknown; localizes to the mitochondrion in large-scale studies
YJL016W,TPH3,Twin PH domain-3,1686,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YHL017W,,,1599,,Predicted integral membrane protein whose biological role is unknown; colocalizes with clathrin-coated vesicles in a large scale study
YPL071C,,,471,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YGR111W,,,1203,,
YPL245W,,,1365,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YGR017W,,,894,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YLR283W,,,945,,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YMR252C,MLO1,Mitochondrially LOcalized protein,405,,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YNL115C,,,1935,,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuole in a large-scale study
YGR026W,,,837,,Predicted integral membrane protein whose biological role is unknown
YOR238W,,,912,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YGR210C,,,1236,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YGR117C,,,1431,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YOL107W,,,1029,,Protein whose biological role is unknown; localizes to golgi apparatus in a large scale study
YDL085C-A,,,207,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YCR051W,,,669,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YBR242W,,,717,,5'-deoxynucleotidase involved in deoxyribonucleoside monophosphate degradation
YCR090C,,,549,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large scale study
YML053C,,,639,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YPL229W,,,621,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YLR287C,,,1068,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YPL067C,HTC1,Histidine Triad with Channel,597,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YDR476C,,,675,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YLR050C,EMA19,Efficient Mitochondria targeting-Associated protein,486,,Predicted integral membrane protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YNR021W,,,1215,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YBR096W,,,693,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YKL063C,,,504,,Protein whose biological role is unknown; localizes to the Golgi apparatus in a large-scale study
YCR043C,,,384,,Protein whose biological role is unknown; localizes to the Golgi apparatus and the mating projection tip in large-scale studies
YPL162C,,,822,,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuole membrane in a large-scale study
YCR016W,,,873,,Protein whose biological role is unknown; localizes to the nucleus and nucleolus in a large-scale study
YCR087C-A,,,462,,Protein whose biological role is unknown; localizes to the nucleolus in a large-scale study
YDL180W,,,1644,,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuole in a large-scale study
YDR262W,,,819,,Protein whose biological role is unknown; localizes to the vacuole in a large-scale study
YOR292C,,,930,,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuole in a large-scale study
YNL058C,,,951,,Protein whose biological role is unknown; localizes to the vacuole in a large-scale study
YOL029C,,,606,,Protein whose biological role and cellular location are unknown
YMR155W,,,1644,,Predicted integral membrane protein whose biological role is unknown
YOR097C,,,528,,Protein whose biological role and cellular location are unknown
YGL194C-A,,,243,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YIL102C-A,,,228,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YJL127C-B,MCO6,Mitochondrial Class One protein of 6 kDa,159,,Protein whose biological role is unknown; localizes to the mitochondria
YOL097W-A,,,186,,Protein whose biological role and cellular location are unknown
YOL155W-A,,,135,,Protein whose biological role and cellular location are unknown
YOR034C-A,,,243,,Protein whose biological role and cellular location are unknown
YOR192C-C,,,237,,Protein whose biological role and cellular location are unknown
YOR293C-A,,,150,,Protein whose biological role and cellular location are unknown
YBR196C-B,,,105,,Protein whose biological role and cellular location are unknown
YCR024C-B,,,267,,Protein whose biological role and cellular location are unknown
YDR003W-A,,,123,,Protein whose biological role and cellular location are unknown
YIL002W-A,CMI7,Cytosolic MIni protein of ~7 kDa,210,,Protein whose biological role and cellular location are unknown
YIR018C-A,,,138,,Protein whose biological role and cellular location are unknown
YKL100W-A,,,90,,
YLR285C-A,,,171,,Protein whose biological role and cellular location are unknown
YOR376W-A,,,156,,Protein whose biological role and cellular location are unknown
YPL038W-A,,,192,,Protein whose biological role and cellular location are unknown
YBR200W-A,,,165,,Protein whose biological role and cellular location are unknown
YDR182W-A,,,204,,Protein whose biological role and cellular location are unknown
YDR246W-A,,,201,,Protein whose biological role and cellular location are unknown
YER078W-A,,,165,,Protein whose biological role and cellular location are unknown
YGR240C-A,,,201,,Protein whose biological role and cellular location are unknown
YHR175W-A,,,150,,Protein whose biological role and cellular location are unknown
YGL041C-B,,,183,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YLR162W-A,RRT15,Regulator of rDNA Transcription,189,,Protein whose biological role and cellular location are unknown
YLR154C-H,,,132,,Protein whose biological role and cellular location are unknown
YBR126W-A,MEO1,Mini ER ORF,207,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YJL077W-B,,,99,,Protein whose biological role and cellular location are unknown
YER175W-A,,,165,,Protein whose biological role and cellular location are unknown
YHR213W-A,,,234,,Protein whose biological role and cellular location are unknown
YDL159C-B,,,177,,
YNL162W-A,,,219,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YKL018C-A,MCO12,Mitochondrial Class One protein of 12 kDa,300,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YKL068W-A,,,237,,Protein whose biological role and cellular location are unknown
YGR161W-C,,,279,,Protein whose biological role and cellular location are unknown
YIL127C,RRT14,Regulator of rDNA Transcription,621,,Protein whose biological role is unknown; localizes to the nucleolus in a large-scale study
YBR053C,,,1077,,Protein whose biological role and cellular location are unknown
YER156C,,,1017,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YCR102C,,,1107,,
YJR015W,,,1533,,Predicted integral membrane protein whose biological role is unknown; localizes to the cytoplasm and endoplasmic reticulum in a large-scale study
YEL073C,,,324,,Protein whose biological role and cellular location are unknown
YMR158C-A,,,138,,Protein whose biological role and cellular location are unknown
YBR255C-A,RCF3,Respiratory superComplex Factor,457,,Protein whose biological role and cellular location are unknown
YMR030W-A,,,291,,Protein whose biological role and cellular location are unknown
YOL014W,,,375,,Protein whose biological role and cellular location are unknown
YBL039W-B,MIN6,mitochondrial MINi protein of ~6 kDa,180,,Protein whose biological role and cellular location are unknown
YGL082W,,,1146,,"Protein whose biological role is unknown; localizes to the nucleus, cytoplasm, and plasma membrane in different large-scale studies"
YIL165C,,,360,,
YLR104W,LCL2,Long Chronological Lifespan 2,396,,
YGL140C,,,3660,,Predicted integral membrane protein whose biological role is unknown
YIL024C,,,570,,Protein whose biological role and cellular location are unknown
YDR020C,DAS2,Dst1-delta 6-Azauracil Sensitivity,699,"Non-essential gene; null mutation confers increased replicative lifespan; in systematic studies, mutants show reduced competitive fitness and increased resistance to miconazole",Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YLR261C,VPS63,Vacuolar Protein Sorting,327,,
YLR407W,,,687,,Protein whose biological role and cellular location are unknown
YJR116W,TDA4,Topoisomerase I Damage Affected,840,,Predicted integral membrane protein whose biological role is unknown
YDR053W,,,396,,
YJR023C,,,402,,
YIL156W-B,MCO8,Mitochondrial Class One protein of 8 kDa,284,,Protein whose biological role is unknown; localizes to the vacuole
YHR054C,,,1065,,Protein whose biological role and cellular location are unknown
YHR045W,,,1683,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YDR391C,,,699,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YHL050C,,,2867,,
YGL114W,,,2178,,
YPL199C,,,723,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YJL193W,,,1209,,Predicted integral membrane protein whose biological role is unknown
YGR174W-A,,,87,,Protein whose biological role and cellular location are unknown
YDR286C,MGP12,Mitochondrial Glutaredoxin-like Protein of 12 kDa,345,,Protein whose biological role and cellular location are unknown
YMR090W,,,684,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YPR202W,,,865,,Protein whose biological role and cellular location are unknown
YDL177C,,,513,,Protein whose biological role and cellular location are unknown
YKL033W-A,,,711,,Protein with phosphatase activity against xanthosine monophosphate and pseudouridine 5'-phosphate; cellular location unknown
YDR524W-C,,,90,,Protein whose biological role and cellular location are unknown
YDR056C,EMC10,ER Membrane protein Complex,618,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YLR326W,,,723,,Protein whose biological role is unknown; localizes to the cell periphery
YJR112W-A,,,379,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YDL241W,,,372,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YDR524C-B,,,201,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YCL021W-A,,,378,,Protein whose biological role is unknown; localizes to the vacuole
YFR018C,,,1092,,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YPR010C-A,MIN8,mitochondrial MINi protein of 8 kDa,362,,Protein whose biological role is unknown; localizes to the cytosol
YJL133C-A,DPI8,Delta-Psi dependent mitochondrial Import protein of 8 kDa,225,,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YNL320W,,,855,,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YDL157C,,,357,,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YNR040W,DPI29,Delta-Psi dependent mitochondrial Import protein of 29 kDa,771,,Protein whose biological role is unknown; localizes to the mitochondrion in different large-scale studies
YER182W,FMP10,Found in Mitochondrial Proteome,735,,Protein whose biological role is unknown; localizes to the mitochondrion in large scale studies
YKR070W,,,1059,,Protein whose biological role is unknown; localizes to the mitochondrion in large-scale studies
YGR021W,DPC29,Delta-Psi dependent mitochondrial import and Cleavage protein of ~29 kDa,873,,Protein whose biological role is unknown; localizes to the mitochondrion in large-scale studies
YER076C,,,909,,Protein whose biological role is unknown; localizes to the mitochondrion in large scale studies
YGR052W,FMP48,Found in Mitochondrial Proteome,1110,,
YMR221C,FMP42,Found in Mitochondrial Proteome,1515,,Predicted integral membrane protein whose biological role is unknown; localizes to the mitochondrion and vacuole in multiple large-scale studies
YBL059W,IAI11,Interactor of AIm11,651,,Protein whose biological role is unknown; localizes to the mitochondrion in large scale studies
YOR289W,,,756,,Protein whose biological role is unknown; localizes to the cytoplasm and nucleus in different large-scale studies
YBR220C,,,1683,,Predicted integral membrane protein whose biological role is unknown
YBR230W-A,COQ21,COQ interacting protein,201,,Protein whose biological role and cellular location are unknown
YCL002C,,,868,,Predicted integral membrane protein whose biological role is unknown
YER138W-A,,,105,,Protein whose biological role and cellular location are unknown
YGR079W,,,1113,,Protein whose biological role and cellular location are unknown
YGR168C,PEX35,PEroXin,1131,,Predicted integral membrane protein whose biological role is unknown
YJR115W,,,510,,Protein whose biological role and cellular location are unknown
YLR161W,,,345,,Protein whose biological role and cellular location are unknown
YML119W,,,1074,,
YMR130W,DPI35,Delta-Psi dependent mitochondrial Import protein of 35 kDa,909,,Protein whose biological role and cellular location are unknown
YNL050C,,,904,,Protein whose biological role and cellular location are unknown
YNL165W,,,1221,,Protein whose biological role and cellular location are unknown
YPL034W,,,498,,Protein whose biological role and cellular location are unknown
YGR035C,,,351,,Protein whose biological role and cellular location are unknown
YLL058W,,,1728,,
YLR036C,,,612,,Predicted integral membrane protein whose biological role is unknown
YNL099C,OCA1,Oxidant-induced Cell-cycle Arrest,717,,
YML096W,,,1578,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YER060W-A,FCY22,FluoroCYtosine resistance,1593,,
YER060W,FCY21,FluoroCYtosine resistance,1587,,
YNR027W,BUD17,BUD site selection,954,Non-essential gene; null mutant diploid shows abnormal random budding pattern,
YEL029C,BUD16,BUD site selection,939,"Non-essential gene; null mutant has elongated G1 phase and smaller cell size; null mutant shows increased frequency of gross chromosomal rearrangements and accumulates greatly decreased levels of pyridoxal 5'-phosphate; in large-scale studies, null mutant displays random budding pattern, decreased competitive fitness in a variety of media, instability of the mitochondrial genome, and altered resistance to a variety of chemicals
",
YPR127W,,,1038,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YKR049C,FMP46,Found in Mitochondrial Proteome,402,,Protein whose biological role is unknown; localizes to the cytoplasm in large-scale studies
YAL009W,SPO7,SPOrulation,780,"Non-essential gene; null and conditional mutants have decreased sporulation efficiency; null mutants display abnormal nuclear and endoplasmic reticulum morpholgies; heterozygous null mutant displays decreased fitness
",Subunit of the membrane Nem1-Spo7 phosphoprotein phosphatase complex involved in nuclear envelope organization and regulation of phospholipid biosynthesis; positive regulator of phosphatidate phosphatase
YCR027C,RHB1,RHeB homolog,630,,
YCR036W,RBK1,RiBoKinase,1002,,
YGR250C,RIE1,Restoration of Impaired growths of ERMES-lacking cells,2346,,
YDL224C,WHI4,WHIskey,1950,,
YML117W,NAB6,Nucleic Acid Binding protein,3405,,
YDL167C,NRP1,N (asparagine)-Rich Protein,2160,,Protein whose biological role is unknown; localizes to the cytoplasmic stress granule
YOL080C,REX4,Rna EXonuclease,870,,
YMR209C,,,1374,,
YLR097C,HRT3,High level expression Reduces Ty3 transposition,1035,,
YOR280C,FSH3,Family of Serine Hydrolases,801,,Protein whose biological role and cellular location are unknown
YHR049W,FSH1,Family of Serine Hydrolases,732,,
YMR222C,FSH2,Family of Serine Hydrolases,672,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YKL198C,PTK1,Putative serine/Threonine protein Kinase,1989,,
YNR032W,PPG1,Protein Phosphatase involved in Glycogen accumulation,1107,,
YLR003C,CMS1,Complementation of Mcm-10 Suppressor,876,"Non-essential gene; in systematic studies null mutation causes increased biofilm formation, increased chronological lifespan, but decreased competitive fitness; overexpression confers slow growth","Protein whose biological role is unknown; localizes to the cytoplasm, 90S preribosome, and nucleus in different large-scale studies"
YKR060W,UTP30,U Three Protein,825,,
YPR022C,SDD4,Suppressor of Degenerative Death,3402,,
YLR183C,TOS4,Target Of Sbf,1470,,
YIL088C,AVT7,Amino acid Vacuolar Transport,1473,"Non-essential gene; null mutant shows decreased proline levels in vacuole; in systematic studies null mutant is sensitive to neomycin and oxidative stress; overexpression causes slow growth
",Protein of unknown biological role; predicted to be an amino acid transporter; localizes to the vacuole
YBL089W,AVT5,Amino acid Vacuolar Transport,1380,"Non-essential gene; in systematic studies null mutants show reduced competitive fitness, weak sensitivity to caffeine, reduced growth on galactose
",Protein of unknown biological role; predicted to be a transporter
YDR387C,CIN10,Chromosome INstability,1668,,
YNR055C,HOL1,HistidinOl,1761,,
YBR241C,,,1467,,
YGL232W,TAN1,Trna AcetylatioN,928,,
YBR094W,PBY1,P-BodY associated protein,2262,,Component of the cytoplasmic mRNA processing body (P body);   but not involved in mRNA catabolic process
YDR352W,YPQ2,Yeast PQ-loop protein,954,,
YOL092W,YPQ1,Yeast PQ-loop protein,927,,A basic amino acid transmembrane transporter protein involved in basic amino acid transmembrane export from the vacuole that is an integral component of fungal-type vacuolar membrane
YFR006W,,,1608,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YMR182C,RGM1,,636,,
YBR035C,PDX3,PyriDoXine auxotrophy,687,,
YGL224C,SDT1,Suppressor of Disruption of TFIIS,843,,
YBR218C,PYC2,PYruvate Carboxylase,3543,,
YGL062W,PYC1,PYruvate Carboxylase,3537,,Pyruvate carboxylase that catalyzes the carboxylation of pyruvate to form oxaloacetate; involved in gluconeogenesis; localizes to the cytosol
YAL038W,CDC19,Cell Division Cycle,1503,"Essential gene; heterozygous null mutant displays decreased fitness; conditional mutant is heat-sensitive and arrests in an unbudded state; overexpression confers chromosome instability
","Pyruvate kinase that catalyzes the final step in glycolysis, the conversion of phosphoenolpyruvate to pyruvate, which is then utilized in anaerobic or aerobic respiration; localized to the cytoplasm"
YFR047C,BNA6,Biosynthesis of Nicotinic Acid,888,"Non-essential gene; null mutant is auxotrophic for nicotinic acid, shows elevated sensitivity to oxidative stress and defective respiratory metabolism; in systematic studies null mutants show reduced competitive fitness",Quinolinate phosphoribosyl transferase involved in de novo NAD biosynthesis from tryptophan; localizes to both the cytoplasm and nucleus
YOR370C,MRS6,Mitochondrial RNA Splicing,1812,,
YFL005W,SEC4,SECretory,648,"Essential gene; conditional mutations cause defects in protein secretion, abnormal secretory vesicles and vacuolar morphology, decreased autophagy, abnormal budding and sporulation; overexpression results in slow growth
","GTPase involved in Golgi to plasma membrane transport, vesicle fusion, and exocytosis; also involved in membrane addition at the site of cytokinesis, autophagy, and ascospore-type prospore assembly; localizes to the incipient bud site, mating projection tip, and transport vesicle"
YML001W,YPT7,Yeast Protein Two,627,"Non-essential gene; null mutant exhibits decreased fitness, abnormal vacuolar morphology, impaired utilization of various nitrogen sources, short telomeres, decreased lifespan, and decreased resistance to ethanol, caffeine, metals, and TOR inhibitor rapamycin; null mutant also fails to undergo autophagy; homozygous diploid null is thermotolerant, defective in sporulation, and sensitive to UV irradiation and a wide variety of antibiotics
","GTPase involved in vacuole inheritance, regulation of non-autophagic vacuole fusion, retrograde (endosome to Golgi) transport, endocytosis, and the CVT pathway; also involved in macroautophagy and piecemeal microautophagy of the nucleus; colocalizes with the cargo-selective retromer subcomplex and localizes to the vacuole, vacuole membrane, and vacuole-mitochondrion membrane contact site"
